Query	Subject	Query_length	BitScore_corrected	Evalue	Coverage	Similarity
Ae_caudata_Tr139_CAU6_Contig1003_simExt	TraesCS5A02G445200	472	1.76483050847458	0	1	98.517
Ae_caudata_Tr139_CAU6_Contig1004_simExt	TraesCS3A02G531700	764	1.44662583882663	0	1	92.147
Ae_caudata_Tr139_CAU6_Contig1007_simExt	TraesCS6A02G023100	556	1.3594840184905	0	1	95.144
Ae_caudata_Tr139_CAU6_Contig1009_simExt	TraesCS5A02G279200	1014	1.61149653121903	0	0.995069033530572	95.837
Ae_caudata_Tr139_CAU6_Contig1013_simExt	TraesCS5A02G136200	3112	1.51111733605916	0	0.953727506426735	98.383
Ae_caudata_Tr139_CAU6_Contig1016_simExt	TraesCS5A02G251000	2409	1.73286708206176	0	0.994603569946036	97.497
Ae_caudata_Tr139_CAU6_Contig1018_simExt	TraesCS3A02G108900	2016	1.76769184831293	0	0.962797619047619	98.5653420917053
Ae_caudata_Tr139_CAU6_Contig1023_simExt	TraesCS3A02G056600	975	2.01731392356809	0	1	98.276
Ae_caudata_Tr139_CAU6_Contig1024_simExt	TraesCS1A02G180500	3149	1.73731596229213	3.70130282809024e-27	1	98.0830281570869
Ae_caudata_Tr139_CAU6_Contig1028_simExt	TraesCS6A02G309800	1766	2.02532798317698	0	1	98.019
Ae_caudata_Tr139_CAU6_Contig1031_simExt	TraesCS7A02G259500	885	1.91475436877958	0	0.992090395480226	97.841
Ae_caudata_Tr139_CAU6_Contig1034_simExt	TraesCS5A02G149000	879	1.55819209039548	9.13468926553672e-21	0.986348122866894	95.1440173010381
Ae_caudata_Tr139_CAU6_Contig1039_simExt	TraesCS2A02G293400	1111	1.70287253141831	0	1	97.487
Ae_caudata_Tr139_CAU6_Contig104_simExt	TraesCS2A02G510900	1649	1.86299017522158	0	0.999393571861734	95.397
Ae_caudata_Tr139_CAU6_Contig1041_simExt	TraesCS1A02G374900	1954	1.4336917562724	0	0.999488229273286	92.8315
Ae_caudata_Tr139_CAU6_Contig1045_simExt	TraesCS7A02G285500	1589	1.71558813013944	0	0.988042794210195	97.5969420382166
Ae_caudata_Tr139_CAU6_Contig1050_simExt	TraesCS5A02G173000	2468	1.72638108501587	0	0.999594813614263	97.852
Ae_caudata_Tr139_CAU6_Contig1051_simExt	TraesCS3A02G358500	745	1.56987785382482	0	0.861744966442953	97.516
Ae_caudata_Tr139_CAU6_Contig1053_simExt	TraesCS4A02G121500	994	1.71134026566961	0	0.988933601609658	93.649
Ae_caudata_Tr139_CAU6_Contig1054_simExt	TraesCS2A02G430500	649	1.71947207507795	0	1	99.23
Ae_caudata_Tr139_CAU6_Contig1060_simExt	TraesCS1A02G076400	1251	1.73915492957746	2.21830985915493e-46	0.905675459632294	98.0406509267432
Ae_caudata_Tr139_CAU6_Contig1063_simExt	TraesCS5A02G173900	2331	1.74190220755106	0	0.99013299013299	98.0925601530907
Ae_caudata_Tr139_CAU6_Contig1072_simExt	TraesCS5A02G353800	998	1.67635270541082	0	1	96.944
Ae_caudata_Tr139_CAU6_Contig1079_simExt	TraesCS2A02G419100	525	1.34422476940103	0	1	96
Ae_caudata_Tr139_CAU6_Contig1083_simExt	TraesCS5A02G213200	1728	1.73462214411248	0	0.997106481481482	98.009049042368
Ae_caudata_Tr139_CAU6_Contig1088_simExt	TraesCS7A02G448300	1121	1.86410958250994	0	0.958965209634255	95.725
Ae_caudata_Tr139_CAU6_Contig1089_simExt	TraesCS4A02G134000	1168	1.72260787992495	1.19887429643527e-12	0.911815068493151	97.7508732394366
Ae_caudata_Tr139_CAU6_Contig1092	TraesCS2A02G187800	537	1.23992647525634	0	1	93.248
Ae_caudata_Tr139_CAU6_Contig1094_simExt	TraesCS5A02G425800	1665	1.67487684729064	1.20429187192118e-113	0.973573573573574	96.9821838371376
Ae_caudata_Tr139_CAU6_Contig110_simExt	TraesCS2A02G545600	578	1.69377162629758	0	1	97.232
Ae_caudata_Tr139_CAU6_Contig1104	TraesCS3A02G357500	299	0.727812102739527	7.64e-116	0.812709030100334	97.531
Ae_caudata_Tr139_CAU6_Contig1106_simExt	TraesCS1A02G277800	1514	1.71250863856254	8.46095369730477e-64	0.955085865257596	97.5825107192255
Ae_caudata_Tr139_CAU6_Contig1110_simExt	TraesCS6A02G277400	2283	1.79587438423645	0	1	99.1062272594539
Ae_caudata_Tr139_CAU6_Contig112_simExt	TraesCS6A02G173700	265	0.790101940404277	1.84e-126	1	97.358
Ae_caudata_Tr139_CAU6_Contig1123_simExt	TraesCS7A02G283100	757	1.67720685111989	0	1	96.97
Ae_caudata_Tr139_CAU6_Contig1126_simExt	TraesCS1A02G205300	1434	1.77212389380531	0	1	98.6446129707113
Ae_caudata_Tr139_CAU6_Contig1127_simExt	TraesCS3A02G454900	676	1.45311022784058	0	0.995562130177515	93.611
Ae_caudata_Tr139_CAU6_Contig1128_ESTScan	TraesCS3A02G173200	351	0.926735700596977	3.98e-154	0.988603988603989	95.101
Ae_caudata_Tr139_CAU6_Contig113_simExt	TraesCS5A02G483200	1255	1.74638139916127	0	0.99203187250996	93.371
Ae_caudata_Tr139_CAU6_Contig1136_simExt	TraesCS5A02G426100	1033	1.91437503533691	0	1	96.225
Ae_caudata_Tr139_CAU6_Contig1139_simExt	TraesCS4A02G330400	1488	1.88889126390474	0	0.968413978494624	95.637
Ae_caudata_Tr139_CAU6_Contig114_simExt	TraesCS1A02G045700	867	1.35375274789632	0	0.946943483275663	90.072
Ae_caudata_Tr139_CAU6_Contig1142_simExt	TraesCS6A02G068700	1307	1.92915179098984	0	0.980872226472839	95.969
Ae_caudata_Tr139_CAU6_Contig1146_ESTScan	TraesCS7A02G186800	711	1.54409791094945	0	0.9971870604782	94.384
Ae_caudata_Tr139_CAU6_Contig1150_simExt	TraesCS4A02G216100	518	1.40926640926641	0	1	92.278
Ae_caudata_Tr139_CAU6_Contig1153_simExt	TraesCS1A02G177600	416	1.82187694220012	8.04847731510255e-13	1	99.5032145432692
Ae_caudata_Tr139_CAU6_Contig1155_simExt	TraesCS5A02G162400	3556	1.37615227213193	0	0.969347581552306	98.317
Ae_caudata_Tr139_CAU6_Contig1158_simExt	TraesCS6A02G311400	1700	1.98905276003613	0	0.998823529411765	97.481
Ae_caudata_Tr139_CAU6_Contig1162_simExt	TraesCS3A02G463600	818	1.55467065379856	0	0.997555012224939	93.015
Ae_caudata_Tr139_CAU6_Contig1166_simExt	TraesCS7A02G258600	2476	1.56455696202532	7.78517179023508e-34	1	95.5502543753366
Ae_caudata_Tr139_CAU6_Contig1168_simExt	TraesCS1A02G112100	1884	1.69944016794962	1.32638208537439e-77	0.849256900212314	97.2555530208333
Ae_caudata_Tr139_CAU6_Contig117_simExt	TraesCS7A02G467000	387	1.11044996345079	0	1	97.436
Ae_caudata_Tr139_CAU6_Contig1175_simExt	TraesCS4A02G253000	3211	1.757502587099	0	0.902834008097166	98.4136478095895
Ae_caudata_Tr139_CAU6_Contig1176_simExt	TraesCS3A02G150300	995	1.72367538564722	0	0.998994974874372	97.7866666666667
Ae_caudata_Tr139_CAU6_Contig1177	TraesCS3A02G352600	255	1.66666666666667	1.07e-118	1	96.863
Ae_caudata_Tr139_CAU6_Contig1181_simExt	TraesCS6A02G042600	1971	1.70816929133858	5.13336614173228e-22	1	97.5017288178589
Ae_caudata_Tr139_CAU6_Contig1187_simExt	TraesCS2A02G473100	1637	1.74175824175824	0	1	98.199
Ae_caudata_Tr139_CAU6_Contig1191_simExt	TraesCS2A02G209100	6040	1.7184581422992	0	0.974172185430464	97.7584167233175
Ae_caudata_Tr139_CAU6_Contig1194_ESTScan	TraesCS4A02G401800	623	1.45286506469501	3.12347504621074e-47	0.853932584269663	93.1685263157895
Ae_caudata_Tr139_CAU6_Contig1198_simExt	TraesCS7A02G173200	1140	1.72646630634208	0	0.928947368421053	93.985
Ae_caudata_Tr139_CAU6_Contig1205_simExt	TraesCS5A02G352100	697	1.52238805970149	4.50865671641791e-21	1	94.3179768053563
Ae_caudata_Tr139_CAU6_Contig1206_simExt	TraesCS5A02G446000	377	1.81962864721485	0	1	99.469
Ae_caudata_Tr139_CAU6_Contig121_simExt	TraesCS2A02G467300	1886	1.85810100575207	0	0.949098621420997	96.882
Ae_caudata_Tr139_CAU6_Contig1215_simExt	TraesCS3A02G318400	1703	2.04116528892541	0	1	98.415
Ae_caudata_Tr139_CAU6_Contig1216_simExt	TraesCS7A02G519600	1523	1.93633448152415	0	0.960604070912672	96.526
Ae_caudata_Tr139_CAU6_Contig1225_simExt	TraesCS2A02G580100	504	1.1748812763999	0	1	93.097
Ae_caudata_Tr139_CAU6_Contig1229	TraesCS1A02G346800	706	1.60610169491525	1.336e-22	1	95.7103007554297
Ae_caudata_Tr139_CAU6_Contig1230_simExt	TraesCS3A02G381200	1892	1.73764258555133	3.51247148288973e-99	1	98.0158456659619
Ae_caudata_Tr139_CAU6_Contig1236_simExt	TraesCS7A02G291900	2220	1.71220189858764	0	1	97.5864202702703
Ae_caudata_Tr139_CAU6_Contig1237_simExt	TraesCS2A02G086400	1166	1.94568695575546	0	0.905660377358491	97.822
Ae_caudata_Tr139_CAU6_Contig1238_simExt	TraesCS5A02G173800	702	1.71833879768193	0	1	97.73
Ae_caudata_Tr139_CAU6_Contig1240_simExt	TraesCS5A02G521700	1126	1.72329411764706	1.19493647058824e-161	0.992007104795737	97.8857591763653
Ae_caudata_Tr139_CAU6_Contig1242_simExt	TraesCS3A02G276700	1496	1.67033831628639	8.83202202989772e-66	1	96.772376114082
