Query	Subject	Query_length.x	BitScore_corrected.x	Evalue.x	Coverage.x	Similarity.x	Query_length.y	BitScore_corrected.y	Evalue.y	Coverage.y	Similarity.y
Ae_bicornis_Tr406_BIS2_Contig10007_simExt	HORVU7Hr1G036000	2208	1.63773318425234	1.50461954922615e-24	0.959692028985507	96.0839887964255	2208	1.63773318425234	1.36456187842053e-25	0.959692028985507	96.0839887964255
Ae_bicornis_Tr406_BIS2_Contig10020_simExt	HORVU5Hr1G047980	976	1.64583798259317	4.23900914978076e-57	0.922131147540984	96.3201811031746	976	1.64583798259317	2.88252622185689e-58	0.922131147540984	96.3201811031746
Ae_bicornis_Tr406_BIS2_Contig10029_simExt	HORVU6Hr1G017620	2539	1.47662270936804	0	0.812130760141788	93.4092685095377	2539	1.47662270936804	0	0.812130760141788	93.4092685095377
Ae_bicornis_Tr406_BIS2_Contig10030_simExt	HORVU5Hr1G104860	3492	1.54221698704293	5.16074373627729e-26	0.968213058419244	93.8749391144943	3492	1.54221698704293	6.36559212019749e-27	0.968213058419244	93.8749391144943
Ae_bicornis_Tr406_BIS2_Contig10032_simExt	HORVU1Hr1G043150	2244	1.47930297130821	2.11039479143395e-45	0.9024064171123	92.6963183131719	2244	1.47930297130821	8.03785146650496e-47	0.9024064171123	92.6963183131719
Ae_bicornis_Tr406_BIS2_Contig10035_simExt	HORVU1Hr1G074350	1480	1.66046511627907	1.72660465116279e-100	0.813513513513514	96.6430851328904	1480	1.66046511627907	1.01413953488372e-101	0.813513513513514	96.6430851328904
Ae_bicornis_Tr406_BIS2_Contig10045_simExt	HORVU5Hr1G051160	554	1.50665829145729	1.37736725293132e-15	0.815884476534296	92.8197976386998	554	1.50665829145729	7.30081197654941e-16	0.815884476534296	92.8197976386998
Ae_bicornis_Tr406_BIS2_Contig10046_simExt	HORVU6Hr1G075110	1197	1.5677478720957	3.04209799965572e-66	1	94.9576139821934	1197	1.5677478720957	6.03082585782458e-67	1	94.9576139821934
Ae_bicornis_Tr406_BIS2_Contig10047_simExt	HORVU1Hr1G022800	1004	1.43765367053038	0	0.99601593625498	92.8744733333333	1004	1.43765367053038	0	0.99601593625498	92.8744733333333
Ae_bicornis_Tr406_BIS2_Contig10053_simExt	HORVU0Hr1G018210	2100	1.4649332655983	4.05809818500901e-15	1	93.2498036419175	2100	1.46529392764858	7.81743263196752e-15	1	93.253720509977
Ae_bicornis_Tr406_BIS2_Contig10063_simExt	HORVU3Hr1G078260	910	1.28133102852204	9.81179775280899e-37	0.975824175824176	90.66266750858	910	1.28133102852204	2.79213483146067e-37	0.975824175824176	90.66266750858
Ae_bicornis_Tr406_BIS2_Contig10066_simExt	HORVU2Hr1G027640	2057	1.4728998195549	0	0.935828877005348	93.0734953042109	2057	1.4728998195549	0	0.935828877005348	93.0734953042109
Ae_bicornis_Tr406_BIS2_Contig10073_simExt	HORVU1Hr1G038680	2149	1.59545428089168	2.2832198739794e-33	0.892042810609586	95.480498520857	2149	1.59545428089168	2.00209536907107e-34	0.892042810609586	95.480498520857
Ae_bicornis_Tr406_BIS2_Contig10074_simExt	HORVU5Hr1G009200	1510	1.53063388715894	1.77492759619363e-20	0.998013245033113	94.3266998366155	1510	1.53063388715894	2.94166321886636e-21	0.998013245033113	94.3266998366155
