poscM Chromosome Start End Loess1 Loess2 nb_complete_site piSyn f0 div Ne
0 1 1054168.7 1059138.3 0.96 1.946 3972 0.0242421224068479 0.0438532520373086 0.16837 1727774.95327063
0.05 1 5022169.4 5032714.3 1.264 1.884 2360 0.0273026857372881 0.0547344731374485 0.21849 1499529.62994855
0.1 1 8359288.25 8366783.25 1.71875 1.7675 2625 0.0343634023580952 0.0302925277418832 0.163475 2522470.27555983
0.15 1 10963957.5 10970889 2.165 1.69 374 0.00407787836898396 0.239735102368655 0.15375 318273.433676797
0.2 1 13467022.8 13475640.2 2.048 1.562 1530 0.0151916596732026 0.0237049162076131 0.21864 833790.32234921
0.25 1 15598792 15607504 1.72 1.63 768 0.0203307 0.166077901892212 0.0955 2554642.93193717
0.3 1 18466024.75 18472081.125 1.335 1.34875 2704 0.0176956768269231 0.0488629968490361 0.1174125 1808564.86254084
0.35 1 25220357.125 25226138.125 0.69 0.86 4731 0.0127390277442401 0.100590889496003 0.1596625 957446.694940148
0.4 1 34352977.8181818 34371651.5454545 0.448181818181818 0.463636363636364 4515 0.00377312070431894 0.145016280626987 0.200854545454545 225424.066701412
0.45 1 85158881.040404 85166291.2626263 0.0503030303030303 0.0524242424242424 39624 0.000866041343377751 0.285271929123904 0.118480808080808 87714.5952063811
0.5 1 298974643.366379 298984660.568965 0.0239655172413793 0.0229741379310345 89205 0.000576509651129421 0.295005220538005 0.122852586206897 56312.3335629437
0.55 1 418073656.684211 418083488.157895 0.153859649122807 0.142631578947368 22498 0.000887352559427505 0.231591920495124 0.13999649122807 76060.6970912069
0.6 1 448142812.647059 448151531.588235 0.19843137254902 0.211764705882353 19271 0.00129839702433709 0.201717085424879 0.139529411764706 111666.52317233
0.65 1 465712644.230769 465717953 0.396153846153846 0.413846153846154 4935 0.000721471316717325 0.672536543153232 0.1655 52312.1196411354
0.7 1 476986157.818182 476994664.818182 0.567272727272727 0.506363636363636 3340 0.00286646829640719 0.170793161378745 0.1733 198485.975515789
0.75 1 485288809.454545 485293975.818182 0.634545454545455 0.564545454545455 4436 0.000846753829576195 0.246892209936294 0.155718181818182 65252.790883331
0.8 1 493079470.625 493084522.916667 0.620416666666667 0.600833333333333 9067 0.00210761459512518 0.186196209701179 0.159216666666667 158848.79184446
0.85 1 502101387.045455 502108241.318182 0.463636363636364 0.637727272727273 6839 0.00311226681444656 0.0524161586358174 0.180031818181818 207447.784233567
0.9 1 510360770.416667 510365938.75 1.06833333333333 0.739166666666667 4485 0.00679006850167224 0.119415962119976 0.265275 307156.053228035
0.95 1 515897537.8 515903197.1 0.8915 0.819 7183 0.00594533694417374 0.0648901316586565 0.155385 459143.696818129
