poscM Chromosome Start End Loess1 Loess2 nb_complete_site piSyn f0 div Ne
0 1 223685 228385.6 NA NA 2239 0.0168919602635105 0.0425500206570808 0.22068 918540.525476373
0.01 1 1267860.33333333 1274612 0.93 1.955 1921 0.0187432755856325 0.100851974192937 0.147766666666667 1522124.79378022
0.02 1 2193995 2197810.5 1.005 1.935 461 0.003337384164859 0.450839074675043 0.18595 215373.003378908
0.04 1 3989572.66666667 4009897.66666667 1.17666666666667 1.90666666666667 1060 0.0311788393396226 0.0679891466181479 0.2617 1429675.47602397
0.05 1 4859970.75 4866224.25 1.2425 1.8925 1244 0.0119102673633441 0.135021584567872 0.251725 567775.184666317
0.06 1 5502121 5508568 1.29 1.87 217 0.0575712 0 0.1846 3742439.86998917
0.07 1 6467087.5 6472859.5 1.405 1.84 430 0.051313876744186 0.0208136957558106 0.14435 4265788.16023715
0.08 1 7217840 7229089 1.54 1.81 1226 0.0339987 0.0278608005600214 0.1047 3896699.14040115
0.09 1 7945074.5 7953901.5 1.645 1.785 327 0.0520206388379205 0.0135718304559772 0.15175 4113658.42540393
0.11 1 9058290 9069949.2 1.842 1.74 1454 0.0175774055708391 0.0732428393354813 0.20304 1038853.75714179
0.14 1 10739577 10746629 2.16 1.7 349 0 NA 0.2408 0
0.16 1 11498084 11501301 2.2 1.67 185 0.00836237 0.149207700687724 0.2626 382134.196496573
0.19 1 12495183 12500461 2.56 1.62 16 0.0363636 0 0.2835 1539200
0.2 1 12990954 13005515 2.41 1.59 583 0.00720072 0 0.0822 1051200
0.21 1 13552832.3333333 13562799.6666667 1.96333333333333 1.55333333333333 1152 0.00137659759548611 0.307012556742547 0.211 78289.9106437599
0.22 1 13725749 13735135 1.92 1.56 205 0 Inf 0.117 0
0.23 1 14369286 14375231 1.88 1.61 823 0.000569098 0.311011460240591 0.1826 37399.6495071194
0.25 1 15643139.5 15651540 1.715 1.63 1051 0.00303763279733587 0.153499697813856 0.14815 246045.181019443
0.29 1 18141572.25 18148294.5 1.3875 1.3775 1909 0.0111325472760608 0.0844176975964805 0.125025 1068510.83633457
0.3 1 18802466 18807666 1.27 1.3 206 0 NA 0.0916 0
0.33 1 22166621 22176854 0.87 1.06 739 0.000685166 0.843398534077873 0.075 109626.56
0.34 1 23812071 23816472 0.74 0.95 869 0.000982801 0 0.1537 76731.372804164
0.35 1 25045249 25052856 0.67 0.87 30 0 NA 0.0836 0
0.36 1 25352879.6666667 25359590.3333333 0.66 0.85 2657 0.00274758999247271 0.0198400070212557 0.114166666666667 288797.780230709
0.37 1 27506480 27510588 0.62 0.716666666666667 803 0 NA 0.2348 0
0.39 1 31279594 31283449.5 0.53 0.52 565 0 Inf 0.1916 0
0.4 1 32807614.5 32815807 0.485 0.45 675 0.00119421207407407 0.569375426400783 0.107 133930.326064382
0.42 1 36956394.1666667 36985864.5 0.371666666666667 0.423333333333333 2692 0.00131952539004458 0.21030232218975 0.103833333333333 152497.316345441
0.43 1 40251482.6666667 40268062.6666667 0.286666666666667 0.34 1932 0.00227908069875776 0.221253048910237 0.112466666666667 243173.992754237
0.44 1 44093452 44096983 0.2 0.23 395 0.00226415 0.576088156703399 0.215 126371.162790698
0.45 1 53158471.5714286 53163813.7142857 0.09 0.08 8662 0.00370405456176403 0.135574428314879 0.147161904761905 302039.137187592
0.46 1 66700250.5384615 66705883.9230769 0.0676923076923077 0.0584615384615385 3830 0.000629533783289817 0.566854161572981 0.117684615384615 64191.9538487558
