poscM Chromosome Start End Recombination nb_complete_site piSyn f0 div Ne
0 1 194255.166666667 198779.666666667 NA 2221 0.00852515669968483 0.00899417961873755 0.227816666666667 449053.538940162
0.01 1 1121139.5 1128053.5 1.96 981 0.00646740590214067 0.165072390389548 0.1539 504281.161960286
0.015 1 1672747 1677026.33333333 1.94666666666667 767 0.00707261676662321 0.0445810089162841 0.1113 762546.28211571
0.02 1 2477071 2481228 1.93 307 0.00490326 0.112973409527539 0.1787 329262.003357583
0.035 1 3845261 3849085 1.91 180 0.00133432 0 0.1392 115027.586206897
0.04 1 4197505.25 4214104.5 1.9075 1636 0.0151233039242054 0.0985654366587457 0.198725 913220.013035424
0.045 1 4592308.5 4596851.5 1.9 448 0.0165733673660714 0.196473185253334 0.221225 898996.082688924
0.05 1 4929138.33333333 4936504 1.89 1046 0.00849718222753346 0.0869151729739818 0.2254 452378.823116245
0.055 1 5502121 5508568 1.87 256 0.00823102 0.0794432524766068 0.1798 549345.050055617
0.06 1 5766065 5768777 1.86 87 0.0084743 0.273076242285498 0.2084 487963.531669866
0.07 1 6247444 6254946 1.85 470 0.000338868 1.7895139110214 0.116 35055.3103448276
0.075 1 6686731 6690773 1.83 403 0.0095602 0.0496726009916111 0.1748 656306.636155606
0.08 1 7138995 7151078 1.815 1567 0.0201405883790683 0.0883089781866818 0.09415 2567042.59743834
0.09 1 7841371 7856406 1.79 196 0.0238957 0.00923844038885657 0.071 4038709.85915493
0.095 1 8048778 8051397 1.78 194 0.0461556 0.0345366542738043 0.2302 2406026.06429192
0.1 1 8383606.33333333 8389027.33333333 1.76666666666667 648 0.00896090436728395 0.164811208541298 0.167733333333333 641082.188438438
0.11 1 8964104 8980184 1.74 987 0.0128090256534954 0 0.276966666666667 554970.421862843
0.115 1 9233447.5 9237410 1.74 214 0.0294875990654206 0.111640404135038 0.09645 3668752.60534004
0.135 1 10236233 10241154 1.71 146 0.00145384 0.756685742585154 0.1244 140241.800643087
0.145 1 10739577 10746629 1.7 348 0.00496174 0 0.2867 207676.595744681
0.17 1 11688713 11691059 1.66 32 0 Inf 0.1759 0
0.185 1 12440825 12445476 1.62 79 0 NA 0.1415 0
0.19 1 12479859 12492827 1.62 181 0 Inf 0.1438 0
0.2 1 12970911 12980091 1.59 912 0.0155274823574561 0.0614452141823573 0.15205 1225450.76152235
0.21 1 13537075.5 13550271.5 1.555 1051 0.00698205058039962 0.045864278411574 0.1475 568031.23365963
0.215 1 13656077 13663324.5 1.555 263 0.00871313163498099 0 0.1504 695196.673003802
0.23 1 14369286 14375231 1.61 672 0.00969437 0.0599788330752798 0.1888 616167.584745763
