Query	Subject	Query_length.x	BitScore_corrected.x	Evalue.x	Coverage.x	Similarity.x	Query_length.y	BitScore_corrected.y	Evalue.y	Coverage.y	Similarity.y
Ta_caputMedusae_TB2_PI577708_Contig1000_simExt	HORVU0Hr1G020750	1074	1.45095948827292	7.73064886095836e-40	0.965549348230912	93.0437429236941	1074	1.4512037712554	1.04507101408609e-40	0.965549348230912	93.042448526724
Ta_caputMedusae_TB2_PI577708_Contig1005_simExt	HORVU3Hr1G050080	1196	1.54052740308664	0	0.92809364548495	94.5634526937652	1196	1.54052740308664	0	0.92809364548495	94.5634526937652
Ta_caputMedusae_TB2_PI577708_Contig1007	HORVU6Hr1G091360	1558	1.63407124169853	3.28439083215939e-16	0.939666238767651	96.0722611902594	1558	1.63407124169853	1.0607588457738e-17	0.939666238767651	96.0722611902594
Ta_caputMedusae_TB2_PI577708_Contig101_simExt	HORVU6Hr1G070420	1753	1.38383537130928	0	1	92.0160941243582	1753	1.38383537130928	0	1	92.0160941243582
Ta_caputMedusae_TB2_PI577708_Contig1013_simExt	HORVU7Hr1G008310	723	1.40120401337793	1.2561872909699e-17	1	91.5190953204242	723	1.40120401337793	1.15585284280936e-18	1	91.5190953204242
Ta_caputMedusae_TB2_PI577708_Contig1014_simExt	HORVU7Hr1G042160	681	1.53565978456014	2.29766606824788e-19	1	93.8588288172791	681	1.52701443875175	4.93721472031957e-31	1	93.7892262656458
Ta_caputMedusae_TB2_PI577708_Contig1020_simExt	HORVU3Hr1G096290	652	1.32516973811833	2.0221629485936e-172	0.863496932515337	91.0756661063182	652	1.32516973811833	1.53004364694471e-173	0.863496932515337	91.0756661063182
Ta_caputMedusae_TB2_PI577708_Contig1021_simExt	HORVU2Hr1G094290	1648	1.54284243048404	4.87698135942327e-135	0.885315533980582	93.9595161716549	1648	1.54284243048404	9.93255200823893e-137	0.885315533980582	93.9595161716549
Ta_caputMedusae_TB2_PI577708_Contig1025_simExt	HORVU3Hr1G035380	990	2.09336139963644	0	0.894949494949495	96.847	990	2.13142398629554	0	0.895959595959596	96.847
Ta_caputMedusae_TB2_PI577708_Contig1040	HORVU7Hr1G074760	478	1.56521739130435	8.25393154486586e-30	0.947698744769874	95.1152017124891	478	1.48193562513685	3.79833588789139e-30	1	93.7762183339673
