Query	Subject	Query_length.x	BitScore_corrected.x	Evalue.x	Coverage.x	Similarity.x	Query_length.y	BitScore_corrected.y	Evalue.y	Coverage.y	Similarity.y
Ae_longissima_Tr240_LON01_Contig1005	HORVU7Hr1G082850	389	1.34954407294833	5.10638309246808e-53	0.845758354755784	91.4891276595745	389	1.34954407294833	6.19148950000532e-53	0.845758354755784	91.4891276595745
Ae_longissima_Tr240_LON01_Contig1007_simExt	HORVU7Hr1G061180	1391	1.59114085404716	1.19173040152964e-63	0.96333572969087	95.0142613841507	1391	1.59038063385889	3.44242713807931e-65	0.96333572969087	95.0158101314854
Ae_longissima_Tr240_LON01_Contig1024	HORVU7Hr1G115540	2648	1.54163033096632	2.34608197333998e-33	0.993957703927492	93.963209457423	2648	1.54163033096632	2.06104397657905e-34	0.993957703927492	93.963209457423
Ae_longissima_Tr240_LON01_Contig1039_simExt	HORVU2Hr1G060880	526	1.72763419483101	0	0.956273764258555	97.813	526	1.72763419483101	0	0.956273764258555	97.813
Ae_longissima_Tr240_LON01_Contig1043_ESTScan	HORVU5Hr1G078800	617	1.33704937020414	1.26990589257275e-76	0.93354943273906	90.8816378215245	617	1.33704937020414	2.99413638337918e-77	0.93354943273906	90.8816378215245
Ae_longissima_Tr240_LON01_Contig1058_simExt	HORVU3Hr1G107290	409	1.62560069899519	8.81258191349934e-53	0.801955990220049	96.0287661149826	409	1.62560069899519	1.53145478374836e-53	0.801955990220049	96.0287661149826
Ae_longissima_Tr240_LON01_Contig1071_simExt	HORVU5Hr1G033730	657	1.51435947079703	9.40303323652791e-21	0.907153729071537	94.0870604026846	657	1.51435947079703	7.44240077444337e-22	0.907153729071537	94.0870604026846
Ae_longissima_Tr240_LON01_Contig1093_simExt	HORVU6Hr1G080000	405	1.01078861091095	2.39e-139	0.962962962962963	90.331	405	1.04763293893913	3.18e-140	0.930864197530864	90.331
Ae_longissima_Tr240_LON01_Contig1096_simExt	HORVU3Hr1G099730	1023	1.51984858778996	2.07609434145395e-42	0.880742913000978	93.8349572184506	1023	1.51984858778996	8.84014364748132e-44	0.880742913000978	93.8349572184506
Ae_longissima_Tr240_LON01_Contig1105_ESTScan	HORVU4Hr1G029910	926	1.47389738973897	1.57033303330333e-152	0.928725701943845	93.2779423449612	926	1.47389738973897	3.70585058505851e-153	0.928725701943845	93.2779423449612
Ae_longissima_Tr240_LON01_Contig1149_simExt	HORVU6Hr1G059100	2045	1.404298776414	6.62225361253746e-32	0.926650366748166	92.2373779284695	2045	1.40495334222053	4.51628261283565e-15	0.926650366748166	92.3001207378677
Ae_longissima_Tr240_LON01_Contig1154_simExt	HORVU7Hr1G108960	1215	1.48527096275515	4.90521313446945e-74	0.935802469135802	93.6007439169574	1215	1.48527096275515	4.96464458504624e-75	0.935802469135802	93.6007439169574
Ae_longissima_Tr240_LON01_Contig1167_simExt	HORVU7Hr1G054160	1999	1.54584008019123	2.73112807463953e-68	0.912456228114057	94.62731994548	1999	1.54436207569255	2.20241904018728e-94	0.912456228114057	94.6046001142178
Ae_longissima_Tr240_LON01_Contig1169	HORVU1Hr1G081430	411	1.11494445590476	2.37e-154	0.917274939172749	93.103	411	1.148447608018	3.98e-154	0.97323600973236	91.358
Ae_longissima_Tr240_LON01_Contig1185_simExt	HORVU2Hr1G029600	305	1.52444105691057	2.4969512195122e-13	0.99016393442623	94.502576363923	305	1.52444105691057	9.86890243902439e-14	0.99016393442623	94.502576363923
Ae_longissima_Tr240_LON01_Contig1190_simExt	HORVU2Hr1G046850	1423	1.30291345329906	9.14014567266495e-102	0.845397048489108	90.5172373233583	1423	1.30291345329906	6.6130676949443e-103	0.845397048489108	90.5172373233583
Ae_longissima_Tr240_LON01_Contig1195_simExt	HORVU2Hr1G107480	392	1.27047146401985	8.23e-144	0.997448979591837	90.074	392	1.27047146401985	1.42e-144	0.997448979591837	90.074
Ae_longissima_Tr240_LON01_Contig12_simExt	HORVU7Hr1G091040	400	1.63292562724014	2.86209677419355e-13	1	96.1357136170831	400	1.63292562724014	1.30591397849462e-13	1	96.1357136170831
Ae_longissima_Tr240_LON01_Contig1201_simExt	HORVU0Hr1G021200	1067	1.5973633284954	7.81410256410256e-32	0.83223992502343	95.4628613585832	1067	1.5973633284954	7.63739719400097e-33	0.83223992502343	95.4628613585832
Ae_longissima_Tr240_LON01_Contig1214_simExt	HORVU6Hr1G057550	4513	1.68417522105905	4.69202154690517e-72	0.970751163306005	97.0645182490491	4513	1.68417522105905	3.27602398617746e-73	0.970751163306005	97.0645182490491
Ae_longissima_Tr240_LON01_Contig1219_simExt	HORVU1Hr1G000400	993	1.68322627003161	0	0.86404833836858	90.741	993	1.72462989306926	0	0.852970795568983	90.741
Ae_longissima_Tr240_LON01_Contig122_simExt	HORVU5Hr1G054080	952	1.53020134228188	0	0.948529411764706	94.5308704318937	952	1.53020134228188	0	0.948529411764706	94.5308704318937
Ae_longissima_Tr240_LON01_Contig1225_simExt	HORVU1Hr1G043870	733	1.54901185770751	0	0.953615279672578	94.8545995469719	733	1.54901185770751	0	0.953615279672578	94.8545995469719
Ae_longissima_Tr240_LON01_Contig1227_simExt	HORVU4Hr1G033200	977	1.52385057471264	1.06206896551724e-18	0.870010235414534	94.1753311764706	977	1.52385057471264	8.17471264367816e-20	0.870010235414534	94.1753311764706
Ae_longissima_Tr240_LON01_Contig123_simExt	HORVU1Hr1G024240	1894	1.59177815616638	1.72244470931685e-22	0.998944033790919	95.4810061452554	1894	1.59177815616638	2.12434857698903e-23	0.998944033790919	95.4810061452554
Ae_longissima_Tr240_LON01_Contig1246_simExt	HORVU3Hr1G077540	2769	1.64124975854742	0	0.999277717587577	96.2973790657752	2769	1.64124975854742	0	0.999277717587577	96.2973790657752
Ae_longissima_Tr240_LON01_Contig1251_simExt	HORVU1Hr1G024510	862	1.41129697525206	5.27027956003666e-20	1	92.3834600222896	862	1.41145869141744	5.6562392574768e-21	1	92.3825669954019
