Query	Subject	Query_length.x	BitScore_corrected.x	Evalue.x	Coverage.x	Similarity.x	Query_length.y	BitScore_corrected.y	Evalue.y	Coverage.y	Similarity.y
Ae_comosa_Tr272_COM03_100023_simExt	HORVU3Hr1G113890	287	1.46110325318246	9.06176331918906e-54	0.996515679442509	93.083593165925	287	1.46110325318246	3.85855728429986e-54	0.996515679442509	93.083593165925
Ae_comosa_Tr272_COM03_100035_simExt	HORVU3Hr1G107920	3689	1.58887480190174	1.09540412044374e-37	0.988072648414204	95.3800695880617	3689	1.58887480190174	8.55784469096672e-39	0.988072648414204	95.3800695880617
Ae_comosa_Tr272_COM03_100132_simExt	HORVU2Hr1G089130	594	1.37606837606838	9.15710955710956e-125	0.941077441077441	91.5898196183661	594	1.37606837606838	1.10335664335664e-125	0.941077441077441	91.5898196183661
Ae_comosa_Tr272_COM03_10018_simExt	HORVU6Hr1G075590	1797	1.60574463899272	0	0.999443516972732	95.7990409242762	1797	1.60574463899272	0	0.999443516972732	95.7990409242762
Ae_comosa_Tr272_COM03_100187_simExt	HORVU3Hr1G073020	3004	1.62837961104827	2.33626445798519e-88	1	96.0733974493604	3004	1.62837961104827	1.3449118838253e-89	1	96.0733974493604
Ae_comosa_Tr272_COM03_100240_simExt	HORVU6Hr1G064430	1049	1.48571428571429	2.37235688499226e-18	0.997140133460439	93.60964670821	1049	1.48571428571429	1.20165033522434e-19	0.997140133460439	93.60964670821
Ae_comosa_Tr272_COM03_100251_simExt	HORVU6Hr1G056260	1091	1.64351496546431	2.70468150422103e-131	0.970669110907424	96.1904549260309	1091	1.64351496546431	1.56830391404451e-132	0.970669110907424	96.1904549260309
Ae_comosa_Tr272_COM03_100257_simExt	HORVU4Hr1G024570	954	1.58825862752876	2.91471638238794e-45	1	95.0425188679245	954	1.58825862752876	1.50099166997223e-46	1	95.0425188679245
Ae_comosa_Tr272_COM03_100285_simExt	HORVU3Hr1G014210	1308	1.48502267693281	3.79232148507541e-51	0.979357798165138	93.6929943835634	1308	1.48502267693281	3.42796118552895e-52	0.979357798165138	93.6929943835634
Ae_comosa_Tr272_COM03_100303_simExt	HORVU7Hr1G077420	760	1.64848484848485	4.70617079889807e-111	0.865789473684211	96.7689137537994	760	1.64893617021277	7.08776595744681e-25	0.865789473684211	96.7481019503546
Ae_comosa_Tr272_COM03_100326_simExt	HORVU1Hr1G090710	1295	1.45530800876209	5.64192979644174e-35	0.974517374517375	93.4036625238645	1295	1.45530800876209	3.5732222044131e-36	0.974517374517375	93.4036625238645
Ae_comosa_Tr272_COM03_100342_simExt	HORVU2Hr1G104880	2125	1.47689589562381	4.55585756999184e-46	1	93.3945785729514	2125	1.47689589562381	3.16798042946453e-47	1	93.3945785729514
Ae_comosa_Tr272_COM03_100355_simExt	HORVU2Hr1G028600	1508	1.57492654260529	1.55498174695041e-27	1	94.7797056129216	1508	1.57492654260529	8.49968836256789e-29	1	94.7797056129216
Ae_comosa_Tr272_COM03_10036_simExt	HORVU3Hr1G022600	1145	1.4048767766332	0	0.997379912663755	92.2055094070553	1145	1.4048767766332	0	0.997379912663755	92.2055094070553
Ae_comosa_Tr272_COM03_100376_simExt	HORVU2Hr1G045690	745	1.43522833178006	8.22833178005592e-142	0.991946308724832	92.6228728010825	745	1.43522833178006	2.60868592730662e-143	0.991946308724832	92.6228728010825
Ae_comosa_Tr272_COM03_100401_simExt	HORVU5Hr1G112990	1942	1.39880830080132	0	0.924304840370752	92.2121631383473	1942	1.39880830080132	0	0.924304840370752	92.2121631383473
Ae_comosa_Tr272_COM03_100412_simExt	HORVU4Hr1G006780	1877	1.44578029231495	0	1	92.5276020245072	1877	1.44578029231495	0	1	92.5276020245072
