poscM Chromosome Start End Recombination nb_complete_site piSyn f0 div Ne
0 1 44458.5 48030 NA 338 0.0862719195266272 0.0140465706806326 0.2236 4629977.79212668
0.002 1 276365.333333333 280827.333333333 NA 1001 0.0816590839160839 0.0228162069679254 0.223966666666667 4375244.85932285
0.01 1 1273993 1276221 1.96 164 0.0410718 0.0590587702511212 0.2148 2294513.96648045
0.013 1 1553661 1558343 1.95 545 0.0415941064220183 0.0561619394914276 0.0991 5036622.37199011
0.016 1 1910919 1914393 1.94 172 0.0391745 0.012041481065489 0.1224 3840637.25490196
0.022 1 2477071 2481228 1.93 252 0.0468101 0.0299920316341986 0.1598 3515151.43929912
0.037 1 3857707.5 3861921 1.91 383 0.0510239697127937 0.0952856821442504 0.15995 3827993.97657721
0.041 1 4163077.5 4166375.5 1.91 215 0.0960160697674419 0.0218499938600394 0.16665 6913848.40809662
0.042 1 4312493 4363970 1.9 949 0.0660678 0.0309035566493814 0.1401 5658912.20556745
0.044 1 4416074 4418966 1.9 109 0.0483419 0.0716715726936674 0.2042 2840856.02350637
0.046 1 4625638 4630551 1.9 10 0.0583072 0.236831814938807 0.264 2650327.27272727
0.051 1 5014845.5 5018981 1.89 368 0.0474002951086957 0.0552872217143484 0.07705 7382265.29921282
0.061 1 5766065 5768777 1.86 30 0.0520408 0.0326057631704355 0.19 3286787.36842105
0.074 1 6686731 6690773 1.83 49 0.0809979 0 0.2243 4333369.59429336
0.079 1 7060150 7073067 1.82 417 0.00457898 0.687159585759274 0.081 678367.407407407
0.095 1 8048778 8051397 1.78 184 0.0721971 0.0274062254578092 0.253 3424368.37944664
0.1 1 8349328 8356000 1.77 138 0.0456793 0.0242591283141379 0.1849 2964584.09951325
0.103 1 8525620 8527437 1.76 114 0.00366077 2.01295355895071 0.1511 290729.583057578
0.11 1 8929487 8937936 1.74 699 0.0428312 0.0271596406357982 0.1086 4732729.28176796
0.112 1 9050450 9083053 1.74 37 0.139657 0 0.381 4398645.66929134
0.115 1 9238809 9242299 1.74 253 0.0596464 0.0473421698543416 0.132 5422400
0.144 1 10739577 10746629 1.7 342 0.0468805 0.0139198174080908 0.2397 2346958.69837297
0.155 1 11188338 11195149 1.68 68 0.052769 0.0831008736189808 0.101 6269584.15841584
0.163 1 11498084 11501301 1.67 35 0.0514869 0.0971524795627626 0.1398 4419476.39484979
0.187 1 12440825 12445476 1.62 179 0.0593387 0.040241865763827 0.181 3934057.45856354
0.2 1 12990954 13005515 1.59 739 0.0174743 0.103772969446559 0.0826 2538639.2251816
0.212 1 13574504 13581973 1.55 368 0.0437847 0.0387317944396102 0.1442 3643664.35506241
0.213 1 13586405 13591514 1.55 92 0.047952 0.150358274941608 0.1649 3489533.05033354
0.216 1 13725749 13735135 1.56 177 0.0762507 0.0289110788491122 0.1212 7549574.25742574
0.221 1 13988639 13992768 1.59 540 0.0306929 0.122627057071831 0.2122 1735696.51272385
0.281 1 17566211 17571933 1.47 202 0.0632859 0.0290774090279193 0.2744 2767604.95626822
0.286 1 17906766 17913663 1.42 410 0.0423742 0.0772790990744368 0.1121 4536042.81891169
0.292 1 18353003 18360045 1.34 361 0.0187581 0.0788645971606932 0.0571 3942157.61821366
0.293 1 18408378 18414274 1.33 273 0.0260909 0.00754826395409894 0.1087 2880320.14719411
0.298 1 18802466 18807666 1.3 275 0.0495463 0.0465451506974285 0.1817 3272182.7187672
0.308 1 19666235 19669353 1.24 162 0.0148153 0.135316868372561 0.1703 1043943.62889019
0.315 1 20234720 20239868 1.19 617 0.0330497 0.0453982940843639 0.1139 3481970.14925373
0.332 1 22166621 22176854 1.06 990 0.0228978 0.0546218413996104 0.0717 3832267.78242678
0.334 1 22563567 22568066 1.03 265 0.024731 0.0394330192875339 0.1469 2020231.44996596
0.342 1 23812071 23816472 0.95 660 0.0716677 0.0950309553676203 0.2023 4251173.504696
0.349 1 24655081 24658793 0.89 73 0.0661261 0.0498930074509158 0.1698 4673222.61484099
0.356 1 25330382.5 25336517.5 0.85 2044 0.018884779148728 0.0655217331189542 0.1141 1986129.2706813
0.357 1 25397874 25405736 0.85 627 0.0163095 0.123254544897146 0.09 2174600
0.371 1 27435356 27438060 0.72 115 0.0834139 0.106319210587204 0.2999 3337668.5561854
0.372 1 27635089 27640155 0.71 52 0.0568937 0.0684037072646005 0.2444 2793471.35842881
0.381 1 29080611 29086514 0.63 68 0.0160509 0.271963565905962 0.1942 991816.683831102
0.393 1 31214977 31217837 0.52 45 0.0549944 0 0.2729 2418222.0593624
0.398 1 32173373 32186590 0.48 208 0.0176448 0.183622370330069 0.087 2433765.51724138
0.404 1 33441856 33445024 0.42 337 0.0140722 0.639551029689743 0.1012 1668640.31620553
0.407 1 34083562 34088731 0.39 312 0.010093 0.0789509561081938 0.1557 777880.539499037
0.42 1 37114344 37117197 0.45 386 0.0754623 0.0110234381936411 0.1471 6156000
0.421 1 37374602 37382171 0.44 184 0.0402296 0 0.102 4732894.11764706
0.422 1 37693920 37828128 0.43 331 0.0256171 0.0625137115442419 0.0884 3477434.38914027
0.426 1 39011650 39025960 0.38 1499 0.0181173 0.223424572094076 0.1128 1927372.34042553
0.434 1 41229756 41235195 0.31 145 0.0176717 0.0789069529247328 0.1486 1427055.18169583
0.436 1 41877286 41878345 0.29 75 0.0149303 0.729837980482643 0.1287 1392102.56410256
0.443 1 44151696 44156534.5 0.225 299 0.0326061895652174 0.147164209136943 0.18155 2155187.41273814
0.446 1 45619173 45625077 0.19 381 0.0411996 0.0197524005087428 0.1127 4386825.19964508
0.448 1 46520022.5 46524532 0.17 541 0.0270914600739372 0.0479654677519122 0.1094 2971640.95874996
0.452 1 48897327 48900352 0.12 95 0.0475415 0.0594804539192074 0.1291 4419039.50426026
0.453 1 52736913.2727273 52743679.0909091 0.0690909090909091 3349 0.0275557456942371 0.120862002249698 0.129327272727273 2556838.48702326
0.454 1 59160183.4 59165234.6 0.03 1600 0.043947127375 0.126021247068484 0.25374 2078369.70323954
0.457 1 63226660 63235665 0.04 419 0.0259516 0.0755864763636924 0.0489 6368490.79754601
0.458 1 64110158 64114041 0.05 120 0.0131193 0.234510225393123 0.0903 1743428.57142857
0.46 1 66306340.5 66313125 0.07 752 0.0106559845744681 0.114190507571637 0.1228 1041301.42421512
0.462 1 68142272.3333333 68145515 0.0766666666666667 799 0.0306785265331665 0.0908677763205091 0.120766666666667 3048376.91193484
0.463 1 69908267.3333333 69914746.6666667 0.06 1176 0.0265321354591837 0.0805757475212649 0.121366666666667 2623336.6562225
0.465 1 72535217.6666667 72543587.6666667 0.04 1710 0.00870712739181287 0.116019004432145 0.1071 975588.503284355
0.466 1 73768603 73774575.6666667 0.0333333333333333 1282 0.0211253429095164 0.208494243419422 0.0986 2571035.648217
0.468 1 77483449.6666667 77487553.6666667 0.02 716 0.0196223745810056 0.0498257493110027 0.225866666666667 1042511.04621635
0.469 1 79562110.8 79566931 0.02 1950 0.0148476858974359 0.0469222899813016 0.10242 1739623.42090637
0.47 1 81122342 81226203 0.03 14 0.064 0 0.0772 9948186.52849741
0.471 1 85525581.4285714 85533264.7142857 0.04 3569 0.0111075134435416 0.0789143379085191 0.169428571428571 786704.156203621
0.472 1 89760658.5555556 89769213.3333333 0.0366666666666667 3932 0.0119646795193286 0.0944907525006589 0.223055555555556 643678.898175585
0.473 1 97094550.4444444 97101312.2222222 0.03 2157 0.0209080955076495 0.0547587505273961 0.122633333333333 2045913.12387981
0.474 1 113184395.103448 113191365.37931 0.0148275862068966 9458 0.0110430820433495 0.108343171921996 0.128931034482759 1027812.9315554
0.478 1 143351069 143358345 0 233 0.00507157 0.0725806801444129 0.087 699526.896551724
0.479 1 143837029 143854668 0 466 0 Inf 0.0748 0
0.48 1 144464332 144470550 0 166 0.0112653 0.0918084738089532 0.1699 795665.685697469
