poscM Chromosome Start End Recombination nb_complete_site piSyn f0 div Ne
0.002 1 269153.5 274154.5 NA 1988 0.00438599923038229 0.118513013365752 0.21045 250092.614704621
0.008 1 968286 979886 NA 785 0.00782503 0.18025873383233 0.1437 653447.181628393
0.01 1 1273993 1276221 1.96 134 0.00578767 0.159016322630696 0.2058 337473.469387755
0.013 1 1553661 1558343 1.95 461 0.000327937021691974 0.302242381375711 0.1306 30132.0387465826
0.02 1 2322693 2330153 1.93 67 0 NA 0.1628 0
0.022 1 2474371 2478295.5 1.93 407 0.0123628621621622 0.166498430774153 0.25155 589760.866412029
0.037 1 3845261 3849085 1.91 275 0.00240945 0.576202037809459 0.0903 320192.6910299
0.04 1 4151373 4159697 1.91 359 0.0183047 0.115780100192847 0.1525 1440369.83606557
0.041 1 4165175 4167785 1.91 111 0.0152296 0 0.4442 411425.484016209
0.044 1 4416074 4418966 1.9 133 0.00605435 0.0553706013031952 0.2152 337603.159851301
0.046 1 4625638 4630551 1.9 33 0 NA 0.1872 0
0.047 1 4675054 4682504 1.9 116 0 Inf 0.1383 0
0.048 1 4757724 4771550 1.89 647 0.00210137 0.126050148236627 0.1743 144672.633390706
0.051 1 5014845.5 5018981 1.89 392 0.00364090155612245 0.120530969072536 0.0838 521370.151234718
0.057 1 5502121 5508568 1.87 380 0.00463066 0.0289887402659664 0.175 317530.971428572
0.061 1 5769013 5772735 1.86 376 0.0140865 0 0.1043 1620690.31639501
0.068 1 6247444 6254946 1.85 368 0.00230132 0.385222394104253 0.1211 228041.61849711
0.074 1 6686731 6690773 1.83 376 0.00489124 0 0.1908 307625.157232704
0.079 1 7060150 7073067 1.82 114 0.0226273 0.204302325067507 0.0731 3714467.85225718
0.081 1 7217840 7229089 1.81 996 0.000819227 0 0.1126 87306.6074600355
0.091 1 7841371 7856406 1.79 201 0.0247774 0.0242562577187275 0.1043 2850707.57430489
0.1 1 8349328 8356000 1.77 411 0.0179499 0.110031810762177 0.1706 1262595.54513482
0.109 1 8912375 8919563 1.74 371 0.00283939 0 0.2101 162173.631603998
0.11 1 8929487 8937936 1.74 436 0.00629457 0.0620693709022221 0.1158 652287.046632124
0.112 1 9050450 9083053 1.74 73 0.0329163 0.0782900872819849 0.3972 994450.151057402
0.115 1 9237316.5 9240271.5 1.74 176 0 NA 0.1644 0
0.144 1 10739577 10746629 1.7 348 0.00338253 0 0.2298 176633.420365535
0.168 1 11688713 11691059 1.66 43 0 NA 0.1559 0
0.187 1 12440825 12445476 1.62 151 0.0217609 0 0.1571 1662194.78039465
0.188 1 12495183 12500461 1.62 39 0 NA 0.2645 0
0.2 1 12990954 13005515 1.59 889 0.00377235 0.259181147030366 0.084 538907.142857143
0.211 1 13499647 13518570 1.56 516 0.0113398 0.0458844953173777 0.1367 995446.964155084
0.212 1 13574504 13581973 1.55 532 0.00147605 0.159606381897632 0.1688 104932.464454976
0.213 1 13586405 13591514 1.55 322 0 Inf 0.189 0
0.216 1 13725749 13735135 1.56 203 0.00337882 0 0.1151 352266.203301477
0.221 1 13988639 13992768 1.59 424 0.00406019 0.429521771148641 0.2461 197977.570093458
0.228 1 14369286 14375231 1.61 691 0.00460616 0.0816339423728225 0.1974 280009.726443769
0.252 1 15687487 15695576 1.63 174 0 NA 0.1939 0
0.286 1 17902454 17909429.5 1.42 930 0.0028491415688172 0.193060053482799 0.1039 329063.511316713
0.292 1 18353003 18360045 1.34 621 0.00254524 0.14652763590074 0.1057 288958.183538316
0.293 1 18408378 18414274 1.33 267 0.00657138 0.137125535275696 0.1569 502591.20458891
0.298 1 18802466 18807666 1.3 240 0.00295161 0.613848035478942 0.1144 309609.440559441
0.308 1 19666235 19669353 1.24 272 0.00158589 0 0.1484 128239.083557951
0.315 1 20234720 20239868 1.19 669 0.00152986 0.044660230347875 0.1119 164060.053619303
0.332 1 22166621 22176854 1.06 886 0.00179775 0.251133917396746 0.077 280168.831168831
0.334 1 22563567 22568066 1.03 278 0.0088732 0.0809267231663887 0.1391 765480.948957584
0.342 1 23812071 23816472 0.95 669 0 Inf 0.1556 0
0.356 1 25330382.5 25336517.5 0.85 2000 0.000575580683 0.523128614099094 0.11365 60774.027241531
0.357 1 25397874 25405736 0.85 623 0 Inf 0.0817 0
0.372 1 27635089 27640155 0.71 163 0.00739402 0.117169280039816 0.2259 392776.626826029
0.379 1 28822521 28827237 0.65 43 0.0082361 0 0.0707 1397923.62093352
0.387 1 30191336 30193515 0.57 246 0.00125742 0 0.6085 24797.107641742
0.393 1 31214977 31217837 0.52 54 0 NA 0.2785 0
0.398 1 32173373 32186590 0.48 124 0.00568615 0.250260721226137 0.1219 559752.255947498
0.406 1 33824525 33828684.5 0.4 194 0 NA 0.19965 0
0.414 1 35679610 35683434 0.37 18 0.0196078 0 0.7107 331073.026593499
0.417 1 36438691 36461615 0.4 847 0.00124406 0.0851952478176294 0.0923 161741.27843987
0.419 1 36947715 36953198 0.43 256 0.00119668 0 0.122 117706.229508197
0.42 1 37114344 37117197 0.45 178 0.00298713 0 0.1386 258625.974025974
0.422 1 37693920 37828128 0.43 514 0 Inf 0.0929 0
0.423 1 38111312 38113007 0.41 76 0.00440252 0 0.4073 129708.421311073
0.424 1 38531416 38549552 0.4 712 0.00373672 0.19496483547068 0.0943 475510.498409332
0.425 1 38819098 38823047 0.39 200 0.004185576 0 0.17195 292101.843559174
0.426 1 39011650 39025960 0.38 974 0.00246433 0.163665174712802 0.1111 266174.257425743
0.432 1 40513042 40543033 0.33 207 0 NA 0.0673 0
0.433 1 41056598 41082430 0.31 22 0 NA 0.2185 0
0.434 1 41229756 41235195 0.31 137 0 Inf 0.1337 0
0.436 1 41877286 41878345 0.29 41 0 NA 6e-04 0
0.443 1 44093452 44096983 0.23 220 0 Inf 0.1966 0
0.446 1 45642070 45647323.5 0.19 578 0.00473541626297578 0 0.1174 484028.919554594
0.448 1 46520022.5 46524532 0.17 700 0.00122323977142857 0.547700928485181 0.118 124397.264891041
0.453 1 52343871 52353628 0.0730769230769231 5386 0.00228280284812477 0.183527554490163 0.127823076923077 214308.987366831
0.454 1 59272600.7142857 59277605.7142857 0.03 2291 0.00100610272370144 0.172585396027544 0.191357142857143 63092.6680036737
0.457 1 63226660 63235665 0.04 460 0.00270159 0.0650576142197743 0.0696 465791.379310345
0.458 1 64110158 64114041 0.05 116 0 NA 0.0768 0
0.46 1 66306340.5 66313125 0.07 853 0 Inf 0.126 0
0.461 1 67297058 67303566 0.09 247 0.00379069 0.0559560396656018 0.1869 243382.985553772
0.462 1 68142272.3333333 68145515 0.0766666666666667 676 0 NA 0.111 0
0.463 1 70009529.5 70015974.25 0.06 1277 0.000717800350039154 0.383272729796594 0.115225 74754.6469990874
0.465 1 72535217.6666667 72543587.6666667 0.04 1654 0 Inf 0.1092 0
0.466 1 73869547.8 73878834.8 0.032 1660 0.000179704236144578 2.50761729199001 0.14886 14486.4358036742
0.468 1 77584865.3333333 77589191 0.02 509 0 Inf 0.164233333333333 0
0.469 1 80060737.25 80066538.5 0.02 1302 0.000961778886328725 0.0335634896361518 0.0773 149305.907321406
0.471 1 85874336.4285714 85882736.4285714 0.04 3130 0.000777087346325879 0.217715927883361 0.117071428571429 79652.6383055202
0.472 1 89899283 89909643.1428571 0.0371428571428571 3209 0.000758640415705827 0.105345552698801 0.142985714285714 63668.4932753417
0.473 1 96975117.9333333 96980787 0.03 3705 0.001006963951417 0.187279505017024 0.116246666666667 103947.646530401
0.474 1 117339253.953488 117345448.255814 0.012093023255814 12805 0.000725145058403525 0.255683020616627 0.120660465116279 72117.5796269022
0.476 1 142426894 142446852 0 624 0 NA 0.0793 0
0.478 1 143351069 143358345 0 244 0 NA 0.083 0
0.479 1 143837029 143854668 0 488 0.000997028 0 0.0709 168749.449929478
0.48 1 144826308 144853942 0 11 0 NA 0.128 0
0.481 1 145914104 145928579 -0.01 7 NA NA 0.1836 NA
0.482 1 150987030.6 150990786.6 -0.01 951 0.000147345175604627 1.50317405294129 0.1515 11670.9049983863
0.483 1 188452948.836364 188470702.181818 -0.00890909090909091 19542 0.000171401574710879 0.37745413893081 0.123667272727273 16631.8772232207
0.484 1 269434103.405405 269448362.864865 0 12579 0.000120455873881513 0.444910085413977 0.123721621621622 11683.248793803
0.485 1 303698620.681818 303706337.681818 0 7284 0.000540822897269946 0.392456169603781 0.1436 45194.1139779899
0.486 1 322004405.848485 322013261.484848 0 11909 0.00135291311417835 0.148472918563804 0.12130303030303 133838.019788815
0.487 1 332631282.166667 332638080.5 0.00166666666666667 1524 0.00144659176509186 0.075835974035903 0.0949166666666667 182887.808756127
0.488 1 345339446.818182 345356988.272727 0.0172727272727273 3540 0.00103082980112994 0.36564405270083 0.156518181818182 79032.0809369533
0.489 1 354280743 354287071.285714 0.03 2220 0.000754808364864865 0.500362019577584 0.101571428571429 89175.6717983807
0.49 1 359467524 359473254.333333 0.0422222222222222 1483 0.00187897675387728 0.495544864294415 0.131444444444444 171538.029939768
0.491 1 363694929 363698970.5 0.05 980 0.00121869359183673 0.373405725059953 0.148125 98729.607439938
0.492 1 368031891.769231 368039490.923077 0.06 4252 0.00102536678302368 0.350227973437408 0.127915384615385 96191.7241876801
0.494 1 372997065 373000302 0.07 129 0 Inf 0.177 0
0.497 1 375059276 375075518 0.07 2397 0.000264354 0.509986608865385 0.079 40155.0379746835
0.498 1 375999149 376001974 0.07 185 0.00139212291891892 0.460291740314637 0.57265 29172.2256649385
0.499 1 376378591 376383176 0.07 90 0.00193798 0 0.2075 112075.951807229
0.5 1 376868924 376871410 0.07 164 0.00883392 0 0.1445 733612.733564014
0.501 1 377357105 377361928 0.07 773 0.00211667891332471 0.120116982546311 0.0948 267934.039661356
0.503 1 378882289 378884507 0.07 41 0 NA 0.1716 0
0.504 1 379645200 379651249 0.08 655 0.00229 0 0.1646 166950.182260024
0.505 1 380502310.636364 380506008.454545 0.08 2699 0.00175141165616895 0.429847294980212 0.128845454545455 163117.433580965
0.506 1 381267088 381269986 0.08 27 0 NA 0.3047 0
0.507 1 382472796 382482399.5 0.08 1059 0 Inf 0.0971 0
0.51 1 385135252.333333 385141342.666667 0.08 984 0.00155168989837398 0.56118949674367 0.144333333333333 129008.859911001
0.511 1 385856048 385860531.333333 0.0866666666666667 1158 0.00187499305699482 0.0824641570578343 0.141466666666667 159047.478915677
0.512 1 386658800 386662971 0.09 263 0.000548446 0 0.1304 50470.490797546
0.513 1 387545376 387551621 0.09 481 0.00151734 0 0.1035 175923.47826087
0.514 1 388916863.5 388923508.833333 0.09 966 0.00385030701863354 0.0311957505752183 0.200983333333333 229888.137773957
0.515 1 392711792.5 392719700.214286 0.0964285714285714 4798 0.00166030087994998 0.330233243397688 0.133242857142857 149528.544993887
0.516 1 396314737 396321894 0.1 49 0.0144737 0 0.061 2847285.24590164
0.517 1 397315044.333333 397320891.333333 0.11 808 0.00301360190594059 0 0.122666666666667 294808.882102884
0.519 1 399604710.666667 399607908.333333 0.11 586 0.000330945819112628 1.99422533152344 0.1529 25973.5109833325
0.521 1 401282031 401295243.5 0.115 1490 0.000570033731543624 0.457648876212742 0.15085 45345.739333931
0.522 1 402018869.666667 402023801.666667 0.12 1107 0.00167242081210479 0.197003374375486 0.0779666666666667 257405.5119101
0.523 1 402992586 402997198.666667 0.12 672 0 Inf 0.0993333333333333 0
0.525 1 404433888 404480737 0.12 2868 0.00109022 0.225802131679844 0.0829 157812.3039807
0.526 1 405081116.5 405086013 0.1225 725 0.00114154892551724 0 0.11775 116336.196231056
0.527 1 405714931 405718563 0.13 185 0 NA 0.1329 0
0.528 1 406342174.2 406345495.8 0.13 775 0.000890505290322581 0.345941383623303 0.30932 34546.95294152
0.529 1 406785711.5 406791467.25 0.13 1311 0.000572750441647597 0 0.149325 46027.1575407411
0.53 1 407342662 407538866 0.13 203 0.00339679 0.327768275342309 0.0921 442578.501628664
0.533 1 409442943.333333 409447907 0.14 650 0.00299878203076923 0.199001464348357 0.105633333333333 340663.152753841
0.535 1 410438726 410442190 0.14 147 0 NA 0.085 0
0.536 1 411145993 411149733 0.15 238 0 NA 0.1373 0
0.537 1 411797283 411805256 0.15 327 0.00855991 0.170215574696463 0.2479 414356.272690601
0.538 1 412355586 412357732 0.15 192 0 NA 0.3865 0
0.54 1 413189358 413191542 0.15 74 0 NA 0.1869 0
0.541 1 414006911 414010896.5 0.14 598 0.00102817441471572 0.134597867473977 0.134 92075.3207208107
0.542 1 414864751 414869005 0.14 229 0 NA 0.1329 0
0.547 1 417252252 417258240.5 0.15 1065 0.000729875943661972 0.468722990650878 0.1344 65167.4949698189
0.549 1 418514975 418519803 0.16 148 0 NA 0.0837 0
0.55 1 419378870 419385796 0.16 141 0 NA 0.0633 0
0.551 1 419848819.333333 419853333.666667 0.16 956 0.00121686790794979 0.151901114160873 0.108833333333333 134172.265501355
0.552 1 420465047.5 420473163.5 0.16 288 0 NA 0.09205 0
0.554 1 421688241 421708558 0.16 1291 0.00105 0.289212380952381 0.1056 119318.181818182
0.555 1 422891831 422894245 0.16 200 0.00207009 0 0.3095 80261.9709208401
